Wavelength;Healthy_Maize;Stressed_Maize;Healthy_Sugar_bean;Stressed_Sugar_bean;Healthy_cabbage;Stressed_Cabbage_S1
712;0,27886932;0,234432234;0,255416347;0,178972198;0,410445341;0,262625056
713;0,286799141;0,241098458;0,265850157;0,186283249;0,413661886;0,264683175
714;0,294359273;0,247453904;0,276092662;0,193460251;0,407906376;0,26100049
715;0,301790014;0,253700576;0,286182642;0,200530378;0,392625785;0,251223144
716;0,309453131;0,260142595;0,296277792;0,207604127;0,371136841;0,237473359
717;0,316973653;0,266464742;0,306352261;0,214663385;0,351432419;0,224865407
718;0,324433441;0,272735833;0,316289715;0,221626635;0,340612827;0,217942449
719;0,331726869;0,278867073;0,326118591;0,228513804;0,340679848;0,217985332
720;0,338801125;0,284814064;0,335523496;0,235103894;0,349207055;0,2234415
721;0,345656208;0,290576808;0,344729343;0,241554501;0,363623025;0,232665614
722;0,352199696;0,296077609;0,353475026;0,247682668;0,38086005;0,243694792
723;0,358151683;0,301081162;0,361879465;0,253571723;0,39580815;0,253259392
724;0,363834325;0,30585829;0,369903881;0,259194493;0,404375853;0,258741471
725;0,369313638;0,31046449;0,37768012;0,264643364;0,407742759;0,260895799
726;0,374734858;0,315021852;0,38520818;0,269918334;0,409488069;0,262012542
727;0,379936904;0,319394966;0,392356219;0,274927019;0,415608684;0,265928841
728;0,385001638;0,323652648;0,399163013;0,279696592;0,428276358;0,274034302
729;0,389754778;0,327648388;0,40560271;0,284208938;0,444585154;0,284469549
730;0,394169916;0,331359985;0,41158483;0,288400655;0,460574492;0,294700389
731;0,398273459;0,33480964;0,417424765;0,292492742;0,475374762;0,3041704
732;0,40223969;0,338143862;0,422675277;0,296171816;0,489439144;0,31316955
733;0,405746451;0,34109183;0,427690537;0,299686048;0,502682694;0,321643487
734;0,409168711;0,343968762;0,432364553;0,302961166;0,514525224;0,329220976
735;0,412385002;0,346672545;0,436761954;0,306042459;0,526189588;0,336684465
736;0,41542173;0,349225379;0,44088274;0,308929925;0,537423478;0,343872514
737;0,418358113;0,351693858;0,444662281;0,311578279;0,548409576;0,350902011
738;0,42118095;0,354066883;0,448113504;0,313996578;0,559146072;0,3577718
739;0,423689551;0,356175745;0,45132689;0,316248222;0,569623923;0,364476094
740;0,426044996;0,358155856;0,454235224;0,318286114;0,579662257;0,370899161
741;0,428220877;0,359985016;0,457009128;0,32022981;0,588877629;0,376795653
742;0,430243602;0,361685425;0,459426277;0,321923524;0,597501553;0,382313704
743;0,431952092;0,363121671;0,461644366;0,323477757;0,605515942;0,387441743
744;0,433547034;0,364462464;0,463570329;0,324827294;0,612947926;0,392197127
745;0,434946569;0,365638987;0,46525587;0,326008366;0,619705263;0,396520835
746;0,43628537;0,366764454;0,466804397;0,32709343;0,62588743;0,400476519
747;0,437415561;0,367714552;0,468135767;0,328026331;0,631621037;0,40414519
748;0,43845597;0,368589174;0,469381827;0,328899455;0,636960346;0,407561567
749;0,439406598;0,369388322;0,470397805;0,329611358;0,641986747;0,41077773
750;0,440293851;0,370134194;0,471393101;0,33030877;0,646644173;0,413757802
751;0,441170541;0,370871186;0,472393568;0,331009805;0,65085123;0,416449704
752;0,441970653;0,371543802;0,473148442;0,331538751;0,654895503;0,419037448
753;0,442654577;0,372118744;0,473828346;0,332015165;0,659008507;0,42166917
754;0,443018984;0,372425084;0,474208369;0,33228145;0,66229674;0,423773158
755;0,443219672;0,372593793;0,474322117;0,332361154;0,663034693;0,42424534
756;0,443504861;0,372833537;0,474596146;0,332553169;0,659513137;0,421992059
757;0,444423801;0,373606047;0,475844791;0,333428104;0,656282782;0,419925104
758;0,445994977;0,374926861;0,477757828;0,334768584;0,65594998;0,419712159
759;0,447954327;0,376573993;0,479934555;0,336293833;0,658455042;0,421315033
760;0,449850301;0,378167849;0,48202597;0,337759303;0,663121511;0,424300891
761;0,451498056;0,379553039;0,483734778;0,338956678;0,670157388;0,428802825
762;0,452739154;0,380596371;0,484580134;0,339549025;0,678969418;0,434441237
763;0,453201265;0,380984845;0,484577548;0,339547214;0,688168511;0,440327312
764;0,45284742;0,380687385;0,483372852;0,338703074;0,694857117;0,444607043
765;0,451717229;0,379737287;0,481410696;0,337328176;0,696678487;0,445772453
766;0,450502538;0,378716153;0,479564873;0,336034794;0,693610916;0,443809657
767;0,449879348;0,378192268;0,478323984;0,335165293;0,690518024;0,441830657
768;0,449573035;0,377934764;0,477339028;0,334475127;0,688101589;0,440284492
769;0,449448925;0,377830431;0,476700488;0,334027697;0,685880495;0,438863316
770;0,449441003;0,377823772;0,476237739;0,333703445;0,683876445;0,437581017
771;0,449361784;0,377757176;0,476056776;0,333576643;0,682899742;0,43695607
772;0,449546629;0,377912566;0,475909421;0,33347339;0,682796646;0,436890103
773;0,449755239;0,378087934;0,47582411;0,333413612;0,683044439;0,437048655
774;0,450056271;0,378340998;0,475710361;0,333333908;0,683436929;0,437299791
775;0,450087958;0,378367636;0,475687095;0,333317605;0,683776966;0,437517365
776;0,45034674;0,378585182;0,475780161;0,333382817;0,684223717;0,437803221
777;0,450684741;0,378869323;0,475780161;0,333382817;0,684623442;0,438058986
778;0,451049149;0,379175663;0,475780161;0,333382817;0,684903792;0,438238369
779;0,451292087;0,37937989;0,475780161;0,333382817;0,685303516;0,438494134
780;0,451574635;0,379617414;0,475780161;0,333382817;0,685685154;0,438738327
781;0,451817573;0,379821641;0,475780161;0,333382817;0,685976356;0,438924653
782;0,452086918;0,380048066;0,475780161;0,333382817;0,686204253;0,439070474
783;0,452448684;0,380352186;0,475780161;0,333382817;0,686395977;0,439193149
784;0,452823654;0,380667406;0,475780161;0,333382817;0,68664377;0,439351701
785;0,453132608;0,380927129;0,475780161;0,333382817;0,686763145;0,439428083
786;0,453441562;0,381186852;0,475780161;0,333382817;0,686945824;0,439544971
787;0,453816532;0,381502071;0,475780161;0,333382817;0,687153826;0,439678062
788;0,454083236;0,381726277;0,475780161;0,333382817;0,687461306;0,439874804
789;0,454376346;0,381972681;0,475780161;0,333382817;0,687877309;0,440140986
790;0,454830535;0,382354496;0,475780161;0,333382817;0,688345765;0,440440729
791;0,455271521;0,382725212;0,475780161;0,333382817;0,688922743;0,440809911
792;0,455525022;0,382938318;0,475780161;0,333382817;0,689434608;0,441137429
793;0,455966007;0,383309033;0,475780161;0,333382817;0,690083934;0,441552903
794;0,456420196;0,383690848;0,475780161;0,333382817;0,690697086;0,441945231
795;0,456713306;0,383937252;0,475780161;0,333382817;0,691165542;0,442244974
796;0,45698001;0,384161458;0,475780161;0,333382817;0,691545371;0,442488009
797;0,45735498;0,384476677;0,475780161;0,333382817;0,691780503;0,442638459
798;0,457663934;0,3847364;0,475780161;0,333382817;0,691979461;0,442765763
799;0,457972888;0,384996123;0,475780161;0,333382817;0,692151288;0,442875708
800;0,458347858;0,385311343;0,475780161;0,333382817;0,692305029;0,442974079
801;0,458709625;0,385615463;0,475780161;0,333382817;0,692614318;0,443171979
802;0,458883907;0,385761973;0,475780161;0,333382817;0,693006808;0,443423115
803;0,459245673;0,386066093;0,475780161;0,333382817;0,693428237;0,443692768
804;0,459620643;0,386381313;0,475780161;0,333382817;0,693777318;0,443916129
805;0,459929597;0,386641036;0,475780161;0,333382817;0,694017876;0,444070051
806;0,460333614;0,386980674;0,475873228;0,33344803;0,694178851;0,444173052
807;0,460684818;0,387275914;0,475849961;0,333431727;0,69420779;0,444191569
808;0,460930397;0,387482361;0,475736213;0,333352022;0,694023302;0,444073523
809;0,461017538;0,387555616;0,475650902;0,333292244;0,693614534;0,443811971
810;0,461133726;0,38765329;0,47541048;0,333123778;0,692923607;0,443369879
811;0,461157492;0,387673268;0,47506665;0,332882854;0,692203741;0,44290927
812;0,460967366;0,387513439;0,474671117;0,332605701;0,69155984;0,442497268
813;0,460991132;0,387533418;0,474275583;0,332328548;0,69123789;0,442291267
814;0,46110732;0,387631091;0,473931754;0,332087624;0,691348222;0,442361862
815;0,46119446;0,387704346;0,473598265;0,331853945;0,692113305;0,442851404
816;0,461440039;0,387910793;0,47353622;0,33181047;0,693232896;0,443567779
817;0,461791244;0,388206034;0,47353622;0,33181047;0,694359722;0,444288783
818;0,462100198;0,388465757;0,473691331;0,331919158;0,695128423;0,444780639
819;0,46252798;0,388825373;0,474001554;0,332136533;0,695513678;0,445027146
820;0,462995372;0,389218288;0,474231635;0,332297753;0,695683697;0,445135933
821;0,463423155;0,389577904;0,474448791;0,332449916;0,695660184;0,445120888
822;0,463637046;0,389757712;0,474627169;0,332574906;0,695453991;0,444988955
823;0,464012016;0,390072932;0,474740917;0,33265461;0,695182684;0,444815359
824;0,464373783;0,390377052;0,474764183;0,332670914;0,694741359;0,444532975
825;0,464643127;0,390603477;0,474671117;0,332605701;0,694403131;0,444316558
826;0,464886065;0,390807704;0,47457805;0,332540488;0,693753804;0,443901084
827;0,465168613;0,391045228;0,474601317;0,332556792;0,692867537;0,443334002
828;0,465411551;0,391249455;0,474715065;0,332636496;0,691964991;0,442756505
829;0,465680896;0,39147588;0,474893443;0,332761487;0,69115469;0,44223803
830;0,466042663;0,39178;0,475110598;0,332913649;0,690662721;0,441923242
831;0,466417632;0,39209522;0,47534068;0,333074869;0,690469189;0,44179941
832;0,466726586;0,392354943;0,475464769;0,333161819;0,690290127;0,441684836
833;0,46703554;0,392614666;0,475666413;0,333303113;0,690100212;0,441563319
834;0,46741051;0,392929885;0,47589391;0,333462521;0,689856037;0,441407082
835;0,467772277;0,393234005;0,476095554;0,333603815;0,689548556;0,44121034
836;0,467946559;0,393380516;0,476219643;0,333690765;0,689103614;0,440925641
837;0,468308326;0,393684636;0,476449725;0,333851985;0,688658671;0,440640943
838;0,468683295;0,393999855;0,47666688;0,334004148;0,688286077;0,440402538
839;0,468992249;0,394259578;0,476845258;0,334129138;0,687893588;0,440151401
840;0,469396266;0,394599216;0,476865939;0,33414363;0,687600577;0,439963917
841;0,469652408;0,394814542;0,476912473;0,334176236;0,68752642;0,439916468
842;0,469921752;0,395040967;0,476933154;0,334190728;0,687479393;0,439886378
843;0,470125081;0,395211896;0,477111532;0,334315719;0,687432367;0,439856288
844;0,470423473;0,39546274;0,477328688;0,334467881;0,687293096;0,439767175
845;0,470669051;0,395669186;0,477558769;0,334629101;0,687016364;0,439590106
846;0,470713942;0,395706924;0,477775925;0,334781264;0,686768571;0,439431555
847;0,470959521;0,39591337;0,477954303;0,334906255;0,686439386;0,439220925
848;0,471257913;0,396164214;0,478068051;0,334985959;0,686017956;0,438951272
849;0,471461241;0,396335143;0,478091317;0,335002262;0,685574823;0,438667731
850;0,471730586;0,396561568;0,477998251;0,334937049;0,68543917;0,438580933
851;0,471986727;0,396776894;0,477998251;0,334937049;0,685545883;0,438649214
852;0,472390744;0,397116532;0,477998251;0,334937049;0,685876877;0,438861001
853;0,472794761;0,39745617;0,477998251;0,334937049;0,686361611;0,43917116
854;0,473145965;0,39775141;0,477998251;0,334937049;0,686929546;0,439534556
855;0,473296481;0,397877942;0,477998251;0,334937049;0,687463115;0,439875962
856;0,473407388;0,397971176;0,477998251;0,334937049;0,687797726;0,440090064
857;0,473639763;0,398166523;0,477998251;0,334937049;0,6878339;0,44011321
858;0,473845733;0,398339672;0,477998251;0,334937049;0,687472158;0,439881748
859;0,47387742;0,39836631;0,477905184;0,334871837;0,686942207;0,439542657
860;0,474136202;0,398583856;0,477928451;0,33488814;0,686314585;0,43914107
861;0,474474203;0,398867998;0,478042199;0,334967844;0,685612806;0,438692034
862;0,474838611;0,399174338;0,478220577;0,335092835;0,685202229;0,438429325
863;0,475081549;0,399378564;0,478437732;0,335244998;0,685072002;0,438345999
864;0,475364097;0,399616089;0,478667814;0,335406217;0,685111793;0,43837146
865;0,475607035;0,399820315;0,478884969;0,33555838;0,685258299;0,438465202
866;0,475971442;0,400126655;0,479063347;0,335683371;0,68549524;0,438616809
867;0,476214381;0,400330882;0,479177095;0,335763075;0,685806338;0,438815866
868;0,476496928;0,400568407;0,479200362;0,335779378;0,685898582;0,438874889
869;0,476739866;0,400772633;0,479107295;0,335714166;0,685855173;0,438847114
870;0,477104274;0,401078973;0,479107295;0,335714166;0,685594719;0,438680461
871;0,477347212;0,4012832;0,479107295;0,335714166;0,68520042;0,438428168
872;0,47762976;0,401520724;0,479107295;0,335714166;0,68480793;0,438177032
873;0,477872698;0,401724951;0,479107295;0,335714166;0,68447151;0,437961772
874;0,478237105;0,402031291;0,479107295;0,335714166;0,684098916;0,437723366
875;0,478480044;0,402235518;0,479107295;0,335714166;0,683762496;0,437508107
876;0,478762591;0,402473042;0,479107295;0,335714166;0,683599713;0,437403949
877;0,479005529;0,402677269;0,479107295;0,335714166;0,683371815;0,437258128
878;0,479274874;0,402903694;0,479107295;0,335714166;0,683051674;0,437053284
879;0,479636641;0,403207814;0,479107295;0,335714166;0,682823777;0,436907463
880;0,480011611;0,403523034;0,479107295;0,335714166;0,682595879;0,436761642
881;0,480320565;0,403782757;0,479107295;0,335714166;0,682340851;0,436598461
882;0,480629519;0,40404248;0,479107295;0,335714166;0,682031562;0,436400562
883;0,481004489;0,404357699;0,479107295;0,335714166;0,681805473;0,436255898
884;0,481366255;0,404661819;0,479107295;0,335714166;0,681488949;0,436053369
885;0,4816356;0,404888244;0,479107295;0,335714166;0,68113806;0,435828851
886;0,481973601;0,405172386;0,479200362;0,335779378;0,680761848;0,43558813
887;0,48213732;0,405310017;0,479177095;0,335763075;0,680287967;0,435284915
888;0,482382899;0,405516463;0,479063347;0,335683371;0,679662153;0,434884486
889;0,482657525;0,405747328;0,478978036;0,335623593;0,678947713;0,434427349
890;0,482744666;0,405820584;0,478737614;0,335455127;0,678061446;0,433860267
891;0,482926869;0,405973754;0,478393784;0,335214203;0,677084743;0,43323532
892;0,482842369;0,405902718;0,478091317;0,335002262;0,67596877;0,43252126
893;0,482918947;0,405967094;0,477672517;0,334708805;0,675022815;0,431915987
894;0,483035135;0,406064768;0,477214939;0,334388177;0,674308375;0,43145885
895;0,483069464;0,406093626;0,476703073;0,334029508;0,673915885;0,431207714
896;0,483209417;0,406211278;0,476516939;0,333899083;0,67396472;0,431238961
897;0,483402183;0,406373328;0,476263591;0,33372156;0,674456689;0,43155375
898;0,483835247;0,406737384;0,476087799;0,333598381;0,674999302;0,431900942
899;0,484051779;0,406919412;0,476041265;0,333565775;0,67568842;0,432341877
900;0,48430792;0,407134738;0,475940443;0,333495128;0,67617858;0,432655508
901;0,48476475;0,407518773;0,47590425;0,333469767;0,676288911;0,432726104
902;0,484939032;0,407665283;0,475958539;0,333507808;0,676003135;0,432543249
903;0,485395861;0,408049318;0,47589391;0,333462521;0,675357426;0,43213009
904;0,485652003;0,408264644;0,475803428;0,33339912;0,674570638;0,43162666
905;0,485868534;0,408446672;0,475687095;0,333317605;0,673733206;0,431090826
906;0,486206535;0,408730814;0,475873228;0,33344803;0,672906626;0,430561935
907;0,48651813;0,408992757;0,475849961;0,333431727;0,672170481;0,43009091
908;0,486750506;0,409188104;0,475736213;0,333352022;0,67156999;0,429706684
909;0,486755787;0,409192543;0,475557835;0,333227032;0,671150369;0,429438188
910;0,48693535;0,409343494;0,47534068;0,333074869;0,670792245;0,429209041
911;0,48714132;0,409516642;0,475017532;0,332848437;0,670423269;0,428972949
912;0,48722582;0,409587678;0,474823643;0,332712577;0,670117597;0,428777364
913;0,487590227;0,409894018;0,474759013;0,332667291;0,669784794;0,428564419
914;0,487751306;0,410029429;0,474823643;0,332712577;0,669629245;0,428464891
915;0,488179088;0,410389045;0,475017532;0,332848437;0,669220477;0,428203339
916;0,488699293;0,410826357;0,47534068;0,333074869;0,668587429;0,42779828
917;0,489232701;0,411274768;0,475557835;0,333227032;0,667777127;0,427279806
918;0,489700093;0,411667682;0,475736213;0,333352022;0,666937886;0,426742814
919;0,49002225;0,411938504;0,475943028;0,333496939;0,665731478;0,425970889
920;0,490360251;0,412222646;0,475943028;0,333496939;0,664315259;0,425064715
921;0,490661283;0,412475709;0,47582928;0,333417235;0,66258975;0,423960642
922;0,490658643;0,412473489;0,475627635;0,333275941;0,660592936;0,422682973
923;0,490661283;0,412475709;0,475389798;0,333109287;0,6580933;0,421083571
924;0,490455314;0,41230256;0,475051139;0,332871986;0,655289801;0,419289741
925;0,490093547;0,41199844;0,47457288;0,332536866;0,652218614;0,41732463
926;0,489655202;0,411629944;0,473942094;0,332094869;0,649017199;0,415276192
927;0,489100669;0,411163775;0,473171709;0,331555055;0,645616826;0,41310045
928;0,488321682;0,410508918;0,472300501;0,330944593;0,642343063;0,41100572
929;0,487545336;0,40985628;0,471393101;0,33030877;0,639322519;0,409073014
930;0,486784834;0,409216962;0,470304738;0,329546146;0,636386985;0,4071947
931;0,486079785;0,408624261;0,46921896;0,328785333;0,634003106;0,405669366
932;0,485160845;0,407851751;0,467923782;0,327877792;0,632075023;0,404435675
933;0,48430792;0,407134738;0,466744937;0,327051766;0,629919042;0,403056162
934;0,483465558;0,406426604;0,465772908;0,326370657;0,627656347;0,401608368
935;0,482646962;0,405738449;0,464862922;0,325733024;0,625165755;0,400014752
936;0,482079226;0,40526118;0,464079611;0,325184151;0,622438222;0,39826953
937;0,481559022;0,404823869;0,463368685;0,324686;0,619542479;0,396416677
938;0,48126063;0,404573025;0,46295247;0,324394355;0,616388091;0,39439833
939;0,481331927;0,404632961;0,462792188;0,324282045;0,613249981;0,392390398
940;0,481585428;0,404846067;0,462823211;0,324303782;0,609817051;0,390193824
941;0,481997367;0,405192365;0,463048122;0,324461379;0,606537862;0,388095622
942;0,482208617;0,405369953;0,463234255;0,324591804;0,60326229;0,385999735
943;0,482409305;0,405538662;0,463291129;0,324631656;0,599543585;0,383620307
944;0,482480602;0,405598598;0,463363514;0,324682377;0,59545952;0,381007102
945;0,482235024;0,405392152;0,463058463;0,324468625;0,590881678;0,378077952
946;0,481725381;0,40496372;0,462520744;0,324091841;0,586211592;0,375089779
947;0,481004489;0,404357699;0,461802062;0,323588256;0,581463731;0,372051842
948;0,480460518;0,403900409;0,461189373;0,32315894;0,576424668;0,368827577
949;0,479863735;0,403398722;0,460667166;0,322793025;0,57161712;0,365751449
950;0,479319765;0,402941432;0,460406062;0,322610068;0,566764354;0,362646388
951;0,479029295;0,402697248;0,460274218;0,322517683;0,561819344;0,359482304
952;0,478643763;0,402373149;0,460139788;0,322423487;0,557046161;0,356428164
953;0,478363856;0,402137844;0,46003121;0,322347406;0,552479171;0,353505958
954;0,478054902;0,401878121;0,459790788;0,32217894;0,54797006;0,350620785
955;0,477650885;0,401538483;0,459470225;0,321954319;0,543480844;0,347748343
956;0,477204618;0,401163328;0,45918844;0,32175687;0,539295492;0,345070329
957;0,476982805;0,40097686;0,458971284;0,321604708;0,535301863;0,34251499
958;0,477106914;0,401081193;0,45884461;0,321515946;0,531709767;0,340216573
959;0,477054102;0,401036796;0,458834269;0,3215087;0,528544526;0,338191282
960;0,477159727;0,40112559;0,458873047;0,321535872;0,525694001;0,336367362
961;0,477328728;0,401267661;0,458960943;0,321597462;0,523362576;0,33487559
962;0,477534697;0,40144081;0,459165173;0,321740567;0,521340439;0,333581718
963;0,477819885;0,401680554;0,459459884;0,321947073;0,519674618;0,332515836
964;0,47813148;0,401942497;0,459583973;0,322034023;0,518063059;0,331484673
965;0,478321606;0,402102326;0,459720988;0,322130031;0,516541934;0,330511376
966;0,478551341;0,402295454;0,45996141;0,322298496;0,515451283;0,329813519
967;0,478981764;0,40265729;0,460253536;0,322503191;0,514536076;0,32922792
968;0,479369937;0,402983609;0,460452595;0,322642674;0,51381621;0,328767311
969;0,479636641;0,403207814;0,460716284;0,322827443;0,513145179;0,328337949
970;0,480011611;0,403523034;0,460967047;0,323003154;0,512651402;0,328022004
971;0,480320565;0,403782757;0,461362581;0,323280308;0,512526601;0,327942149
972;0,480724582;0,404122395;0,461758114;0,323557461;0,512450635;0,327893542
973;0,481075786;0,404417635;0,462101944;0,323798385;0,5124434;0,327888913
974;0,481226302;0,404544167;0,462342366;0,323966851;0,512423504;0,327876183
975;0,481337208;0,404637401;0,462334611;0,323961416;0,512503087;0,327927104
976;0,481474521;0,404752833;0,462471625;0,324057424;0,512763542;0,328093757
977;0,481704256;0,404945961;0,46260864;0,324153431;0,512991439;0,328239578
978;0,481947195;0,405150187;0,462693951;0,324213209;0,51321391;0,328381927
979;0,482269352;0,40542101;0,462911107;0,324365372;0,513763758;0,328733749
980;0,482736744;0,405813924;0,463048122;0,324461379;0,514302753;0,329078627
981;0,483270152;0,406262335;0,463288544;0,324629845;0,514838131;0,329421191
982;0,483695294;0,406619731;0,46358067;0,32483454;0,515570658;0,329889901
983;0,484146842;0,406999327;0,463872796;0,325039235;0,516418942;0,330432679
984;0,484519171;0,407312326;0,464020152;0,325142488;0,517448098;0,331091188
985;0,484851891;0,407592028;0,464180433;0,325254798;0,518558645;0,331801776
986;0,485279673;0,407951644;0,464511337;0,325486665;0,519356285;0,33231215
987;0,485628237;0,408244665;0,464961159;0,325801859;0,520115943;0,33279822
988;0,485868534;0,408446672;0,46517573;0,32595221;0,521029341;0,333382661
989;0,486135238;0,408670878;0,465338596;0,326066332;0,522157975;0,334104822
990;0,486467958;0,408950579;0,465304989;0,326042783;0,523281184;0,334823511
991;0,486906303;0,409319075;0,465467856;0,326156905;0,524418862;0,335551459
992;0,487344648;0,409687571;0,465682426;0,326307256;0,525983395;0,336552532
993;0,487917666;0,41016928;0,46580393;0,326392395;0,527846365;0,33774456
994;0,488356011;0,410537776;0,465990063;0,32652282;0,529584534;0,338856735
995;0,488794356;0,410906272;0,466398523;0,326809031;0,53162114;0,340159865
996;0,486610552;0,409070451;0,466977604;0,327214798;0,533816913;0,341564839
997;0,487592868;0,409896238;0,467466204;0,327557163;0,535661796;0,342745294
998;0,491205254;0,412932999;0,467603219;0,327653171;0,537061737;0,343641052
999;0,496652879;0,41751256;0,467665264;0,327696646;0,538199414;0,344369
1000;0,503235977;0,423046659;0,467533419;0,327604261;0,539257509;0,345046026
1001;0,510349842;0,429026948;0,467324019;0,327457533;0,540207081;0,345653613
1002;0,516985753;0,434605444;0,467153397;0,327337977;0,541183784;0,34627856
1003;0,522539004;0,439273799;0,4669957;0,327227478;0,542258157;0,346966002
1004;0,526164593;0,44232166;0,46706033;0,327272764;0,543448288;0,347727512
1005;0,527162752;0,443160766;0,467254219;0,327408624;0,545247953;0,348879034
1006;0,524833714;0,441202853;0,467577367;0,327635056;0,547432873;0,350277064
1007;0,525301106;0,441595768;0,467794523;0,327787219;0,549344679;0,35150034
1008;0,525633826;0,44187547;0,467972901;0,327912209;0,551365006;0,352793055
1009;0,525966545;0,442155171;0,467993582;0,327926701;0,553484813;0,354149422
1010;0,526433937;0,442548086;0,468040115;0,327959307;0,555629942;0,355521991
1011;0,526766657;0,442827787;0,468060797;0,327973799;0,557838376;0,356935066
1012;0,527099377;0,443107489;0,468146108;0,328033577;0,559918391;0,358265971
1013;0,527566769;0,443500403;0,46838653;0,328202043;0,561989362;0,359591091
1014;0,527994551;0,44386002;0,46873036;0,328442967;0,564105552;0,360945143
1015;0,528208443;0,444039828;0,469125893;0,32872012;0,566156628;0,362257532
1016;0,528583412;0,444355048;0,469521427;0,328997274;0,568243878;0,363593067
1017;0,528850116;0,444579253;0,469865257;0,329238198;0,57046859;0,365016557
1018;0,529143227;0,444825657;0,470012612;0,329341451;0,572720432;0,366457408
1019;0,529502353;0,445127557;0,47012119;0,329417532;0,574823961;0,367803359
1020;0,529967104;0,445518252;0,470348686;0,329576941;0,577092082;0,369254625
1021;0,530336793;0,445829031;0,470457264;0,329653022;0,579396377;0,370729037
1022;0,530959982;0,446352917;0,47060462;0,329756275;0,581608428;0,372144426
1023;0,531635984;0,4469212;0,470948449;0,329997199;0,583811435;0,373554029
1024;0,532259173;0,447445086;0,471343983;0,330274353;0,5860886;0,375011082
1025;0,532628862;0,447755866;0,471739516;0,330551506;0,588311503;0,376433415
1026;0,533093613;0,44814656;0,472083346;0,33079243;0,590581432;0,377885838
1027;0,53345274;0,44844846;0,472323768;0,330960896;0,592788057;0,379297756
1028;0,533840913;0,448774779;0,472409079;0,331020674;0,594821046;0,380598572
1029;0,533988788;0,448899091;0,472522827;0,331100378;0,596781686;0,381853095
1030;0,534271336;0,449136615;0,472546094;0,331116681;0,598870745;0,383189788
1031;0,534514274;0,449340842;0,472453027;0,331051469;0,600912778;0,38449639
1032;0,534783619;0,449567267;0,472453027;0,331051469;0,603074185;0,385879375
1033;0,535145385;0,449871388;0,472359961;0,330986256;0,605309749;0,387309809
1034;0,535520355;0,450186607;0,472383227;0,331002559;0,607527226;0,388728671
1035;0,535734246;0,450366415;0,472496976;0,331082264;0,609634372;0,390076936
1036;0,536162029;0,450726032;0,472675353;0,331207254;0,611815675;0,391472651
1037;0,536629421;0,451118946;0,472892509;0,331359417;0,613879411;0,392793141
1038;0,537057203;0,451478563;0,473122591;0,331520637;0,615863565;0,39406271
1039;0,537366158;0,451738286;0,473339746;0,331672799;0,617759092;0,39527557
1040;0,537717362;0,452033526;0,473518124;0,33179779;0,619575036;0,396437509
1041;0,537867878;0,452160058;0,473631872;0,331877494;0,621338527;0,397565886
1042;0,537978784;0,452253292;0,473655139;0,331893797;0,623094783;0,398689633
1043;0,53821116;0,452448639;0,473562072;0,331828585;0,624807631;0,399785605
1044;0,538417129;0,452621788;0,473562072;0,331828585;0,626359503;0,400778577
1045;0,538448817;0,452648426;0,473562072;0,331828585;0,6277504;0,401668548
1046;0,538707599;0,452865972;0,473469005;0,331763372;0,629097888;0,402530743
1047;0,5390456;0,453150113;0,473492272;0,331779675;0,630438141;0,403388309
1048;0,539410007;0,453456453;0,47360602;0,33185938;0,631660828;0,404170651
1049;0,539652946;0,45366068;0,473784398;0,33198437;0,632885324;0,404954149
1050;0,539935493;0,453898205;0,474001554;0,332136533;0,634019385;0,405679782
1051;0,540178432;0,454102431;0,474231635;0,332297753;0,635200472;0,406435505
1052;0,540542839;0,454408771;0,474448791;0,332449916;0,636484655;0,407257195
1053;0,54088084;0,454692913;0,474627169;0,332574906;0,637734473;0,408056896
1054;0,541139622;0,454910459;0,474740917;0,33265461;0,63883055;0,408758225
1055;0,541266372;0,455017012;0,474764183;0,332670914;0,63978374;0,409368127
1056;0,541448576;0,455170182;0,474671117;0,332605701;0,640557867;0,409863456
1057;0,541564764;0,455267855;0,474671117;0,332605701;0,641299438;0,410337953
1058;0,54158853;0,455287834;0,474671117;0,332605701;0,641796833;0,410656213
1059;0,541493467;0,455207919;0,474671117;0,332605701;0,642297845;0,410976788
1060;0,541493467;0,455207919;0,474671117;0,332605701;0,64262703;0,411187418
1061;0,541493467;0,455207919;0,474671117;0,332605701;0,643068355;0,411469801
1062;0,541398404;0,455128004;0,474671117;0,332605701;0,64348255;0,411734825
1063;0,54142217;0,455147983;0,474671117;0,332605701;0,64386057;0,411976703
1064;0,541538358;0,455245657;0,474671117;0,332605701;0,644258486;0,412231311
1065;0,541720561;0,455398827;0,47457805;0,332540488;0,644750455;0,412546099
1066;0,541942374;0,455585294;0,474601317;0,332556792;0,645052509;0,41273937
1067;0,542272453;0,455862776;0,474715065;0,332636496;0,64527498;0,412881719
1068;0,542375438;0,455949351;0,474893443;0,332761487;0,645316581;0,412908337
1069;0,54246522;0,456024826;0,475110598;0,332913649;0,645305728;0,412901393
1070;0,542515392;0,456067003;0,475433747;0,333140082;0,645224336;0,412849314
1071;0,542499548;0,456053684;0,475627635;0,333275941;0,645072405;0,4127521
1072;0,542391282;0,45596267;0,475692265;0,333321228;0,644868021;0,412621324
1073;0,542404485;0,455973769;0,475627635;0,333275941;0,644647358;0,412480133
1074;0,542539157;0,456086982;0,475433747;0,333140082;0,644464679;0,412363244
1075;0,542581408;0,456122499;0,475110598;0,332913649;0,644292851;0,4122533
